ICD1_Iris,中文診斷
I516,心臟血管疾病
I516,蓄積性心血管疾病
I516,心臟血管壓迫
I516,心血管循環障礙
I516,慢性心臟血管病變
I516,急性心血管病變
I516,心臟血管異常
I516,急性心血管疾病
I516,心臟血管病變
I517,右心室肥大
I517,缺血性心臟擴大
I517,左心房擴大
I517,右心肥大
I517,心房肥大
I517,肥大性心臟病
I517,左心房肥大
I517,右心房擴大
I517,高血壓性心臟肥大
I517,擴張性心臟肥大
I517,心室擴大
I517,鬱血性心臟肥大
I517,慢性心臟擴大衰竭
I517,慢性心臟擴大病變
I517,鬱血性心臟擴大
I517,急性心臟擴大
I517,慢性心臟肥大
I517,缺血性心臟肥大
I517,心臟腫大
I517,心腫大病變
I517,心房擴大
I517,心肥大
I517,心肥大與擴大
I517,肥厚性心臟肥大
I517,擴大性心臟病變
I517,心腫大
I517,左心室肥厚
I517,左心肥大
I517,左心室肥大
I517,心臟肥大
I517,左心室擴大
I517,心臟肥大衰竭
I517,擴大性心臟病
I517,急性心擴大
I517,心室肥大
I517,右心室擴大
I517,心擴大
I517,充血性心臟肥大
I517,右心房肥大
I517,心臟缺氧性肥大
I517,心膜擴大
I517,代償性心室擴大
I517,肥厚性心臟病
I517,心室肥厚病變
I517,擴心室症
I517,慢性左心室擴大
I517,心室肥厚
I517,心臟擴張
I517,心臟擴大
I518,凝血性心臟病
I518,心臟膿瘍
I518,脊椎後彎性心臟病
I518,虛血性心疾患
I518,肌肉萎縮性心臟病
I518,心臟炎
I518,心臟肌肉感染
I518,急性心窘迫
I518,心肌溢血
I518,心肌出血
I518,右心室出口阻塞
I518,左心出口阻塞
I518,左心房阻塞
I518,心室異生
I518,虛血性心臟疾病
I518,心臟出血
I518,心室中膈出血
I518,阻塞性心臟病
I518,右心室異生
I518,缺鐵性心臟病
I518,左心室出口阻塞
I518,痛風性心臟病
I518,喘息性心臟病
I518,心尖炎
I518,不整脈心臟病
I518,右心房阻塞
I518,慢性阻塞性心病變
I518,右心室異生病變
I518,急性惡性心臟感染
I518,房室結出血
I518,感染性心臟病
I518,張力性心臟病
I518,心壁內膿瘍
I518,慢性出血性心臟病
I518,腫瘤壓迫心臟
I518,慢性阻塞性心臟疾病
I518,症狀性心臟病
I518,心房壓迫
I518,內因性心臟病
I518,阻塞性心病
I518,心臟出血性填塞
I518,虛血性心臟病
I518,急性心肌溢血
I518,心臟反射性抑制
I518,貧血性心臟病
I518,左心室阻塞
I519,突發性心源性疾病
I519,壓力性心臟病變
I519,心臟功能疾病
I519,積瘀性心臟病
I519,器質性心臟病
I519,功能性心臟疾病
I519,複雜性心臟病
I519,心肝疾病
I519,心因性心臟疾病
I519,瀰漫性心臟病
I519,創傷性心臟病
I519,心臟機能病變
I519,陳舊性心臟病
I519,心筋虛血
I519,心因性死亡
I519,急性心臟病
I519,代償性心臟病
I519,心臟併發症
I519,急性心源性疾病
I519,急性心臟病衰竭
I519,心因性疾病
I519,急性心臟病變
I519,心因性心臟病
I519,詳細不明之心臟病
I519,詳細不明之心臟病變
I519,突發性心臟因素
I519,動脈心臟病變
I519,心臟損傷
I519,術後心臟病變
I519,突發性急心症
I519,肝性心臟疾病
I519,原因不明之心臟疾病
I519,心臟病發
I519,心臟不適
I519,左心室病變
I519,多發性心疾病
I519,慢性僂麻斯性心臟病
I519,積鬱性心臟病
I519,診斷欠明之心臟疾病
I519,心臟疾病
I519,心臟疾病急性發作
I519,自發性心臟病
I519,心臟疾患
I519,突發心因性病變
I519,複雜性發疳性心臟病
I519,心臟移植術後
I519,原發性心臟病
I519,心臟病急性發作
I519,心膜性心臟病
I519,擴張性心臟病
I519,腎因性心臟病
I519,低血性心臟病
I519,限制性心臟病
I519,心臟病
I519,心臟病史
I519,家族性心臟病
I519,急性敗血性心臟病
I519,心臟壓迫
I519,複雜性發紺性心臟病
I519,缺氧性心臟疾病
I519,擴張性心臟病變
I519,敗血性心臟病
I519,急心症
I519,心臟病突發
I519,其他形態之心臟病
I519,不明確之心臟病
I519,慢性心臟疾病
I519,心源性疾病
I519,心臟病發作
I519,僂麻質心臟病
I519,頑固性心臟病
I519,二度開心手術
I519,急性心症
I519,心臟手術術後病史
I519,開心手術術後
I519,心臟動脈疾患
I519,猝死性心臟病
I519,心臟動脈疾病
I519,發紺性心臟病
I519,突發性心臟病
I519,慢性心臟病
I519,心損傷
I519,慢性僂林質斯性心臟病
I519,心臟病變
I519,心臟症候群
I519,慢性阻塞性心臟病
I6000,顱內總頸動脈瘤出血
I6000,內頸動脈瘤破裂出血
I6000,腦內頸動脈動脈瘤破裂出血
I6000,內頸動脈動脈瘤破裂
I6000,內頸動脈血管瘤破裂
I6000,內頸動脈瘤破裂
I6000,顱內頸動脈瘤破裂
I6000,頸動脈瘤破裂
I6000,巨大性頸動脈血管瘤破裂
I6000,頸動脈瘤破裂出血
I601(nTR),中腦動脈瘤破裂
I601(nTR),中大腦動脈瘤破裂出血
I601(nTR),中大腦動脈瘤破裂
I601(nTR),大腦中動脈動脈瘤破裂
I601(nTR),大腦中動脈瘤破裂
I602(nTR),前交通動脈瘤破裂出血
I602(nTR),前大腦動脈瘤破裂
I602(nTR),交通動脈動脈瘤破裂
I602(nTR),大腦前交通枝動脈瘤出血
I602(nTR),大腦前交通動脈瘤破裂
I602(nTR),前交通枝幹動脈瘤破裂
I602(nTR),前交通動脈蜘蛛網膜下腔出血
I602(nTR),前交通大腦動脈瘤破裂
I602(nTR),大腦交通動脈瘤破裂
I602(nTR),前交通動脈瘤破裂
I602(nTR),大腦前交通動脈瘤破裂出血
I602(nTR),前大腦交通枝動脈瘤破裂
I602(nTR),前大腦動脈動脈瘤破裂
I602(nTR),前腦動脈瘤破裂
I602(nTR),前交通動脈動脈瘤破裂
I602(nTR),前交通動脈血管瘤破裂
I602(nTR),交通動脈瘤破裂
I603(nTR),後交通動脈瘤破裂出血
I603(nTR),後大腦動脈交通枝血管瘤破裂
I603(nTR),後腦交通動脈瘤破裂
I604(nTR),顱底基底動脈瘤破裂
I604(nTR),顱內基底動脈瘤破裂
I604(nTR),頸基底動脈瘤破裂
I604(nTR),基底動脈破裂
I604(nTR),基底動脈瘤破裂出血
I604(nTR),腦基底動脈瘤破裂出血
I604(nTR),基底動脈瘤破裂
I604(nTR),基底動脈血管瘤破裂
I604(nTR),基底核動脈瘤出血
I604(nTR),基底動脈瘤出血
I604(nTR),腦基底動脈瘤破裂
I6080,中腦動靜脈畸形破裂
I6080,腦幹動靜脈血管畸型破裂
I6080,腦膜下腔出血
I6080,顱底動靜畸形破裂
I6080,顱內動靜脈畸型破裂
I6080,小腦動靜脈畸型破裂
I6080,小腦動靜脈畸形出血
I6080,腦幹周圍血管畸形破裂出血
I6080,腦膜出血
I6080,腦膜下腔血腫
I6080,額顳葉動靜脈畸形破裂
I6080,顱內動靜脈畸型出血
I6080,腦動靜脈出血
I6080,腦動靜脈畸形出血
I6080,腦膜下出血
I6080,顱內動靜脈畸形破裂出血
I6080,顱內動靜脈破裂出血
I6080,腦動靜脈瘤破裂
I6080,腦血管畸形破裂
I6080,腦動靜脈廔管破裂
I6080,大腦血管畸形破裂
I6080,腦動靜脈畸型破裂出血
I6080,腦動靜脈畸形瘤破裂
I6080,腦膜下血腫
I6080,腦血管動靜脈畸形破裂出血
I6080,急性腦膜下出血
I6080,腦動靜脈畸形破裂
I6080,腦內動靜脈破裂出血
I6080,腦部動靜脈異構瘤出血
I6080,腦靜脈瘤出血
I6080,小腦動靜脈廔管出血
I6080,慢性腦膜下出血
I6080,慢性軟腦膜下血腫
I6080,大腦動靜脈畸型破裂
I6080,大腦動靜脈瘤破裂
I6080,腦內動靜脈畸型破裂出血
I6080,頂葉腦動靜脈血管畸形破裂出血
I6080,腦內動靜脈瘤破裂
I6080,腦部動靜脈畸形破裂
I6080,自發性腦膜下出血
I6080,軟腦膜下出血
I6090,自發性漿果樣動脈瘤破裂
I6090,腦動脈瘤破裂出血
I6090,自發性蜘蛛膜上出血
I6090,腦蜘蛛膜下腔出血
I6090,腦動脈瘤破裂
I6090,反覆性蜘蛛網膜下腔出血
I6090,瀰漫性蜘蛛網膜下腔出血
I6090,顱內蜘蛛網膜下腔出血
I6090,瀰漫性蜘蛛網膜下出血
I6090,急性腦動脈瘤出血
I6090,蛛網下血管破裂
I6090,腦動脈膜破裂
I6090,顱內動脈血管畸型破裂
I6090,廣泛性腦內蜘蛛網膜出血
I6090,顱底動脈瘤破裂出血
I6090,蜘蛛網膜下出血
I6090,蜘蛛網下腔出血
I6090,頭部動脈瘤破裂
I6090,自發性蛛膜出血
I6090,腦血管動脈瘤破裂
I6090,腦血管動脈瘤出血
I6090,漿果樣動脈瘤破裂
I6090,瀰漫性蜘蛛下腔出血
I6090,廣泛性大腦蛛網膜下腔出血
I6090,顱內動脈血管瘤破裂
I6090,瀰漫性蜘蛛腦膜下出血
I6090,自發性腦血管瘤破裂
I6090,急性腦動脈瘤破裂
I6090,自發性腦動脈瘤破裂
I6090,蜘蛛網膜下血腫
I6090,廣泛性蜘蛛膜下腔出血
I6090,次腦珠網膜出血
I6090,彌漫性蜘蛛腦膜下出血
I6090,腦底動脈瘤破裂
I6090,腦蜘蛛膜下出血
I6090,大腦動脈瘤破裂出血
I6090,大腦動脈瘤破裂
I6090,大腦動脈瘤出血
I6090,自發性蜘蛛網膜下腔出血
I6090,腦幹蜘蛛膜下腔出血
I6090,瀰漫性腦蜘蛛膜下腔大量出血
I6090,腦蜘蛛網下出血
I6090,大腦動脈血管瘤破裂
I6090,腦蜘蛛網膜下腔出血
I6090,蜘蛛網膜血管瘤破裂
I6090,自發性蛛網膜下出血
I6090,小腦動脈瘤破裂出血
I6090,蜘蛛網膜血腫
I6090,蜘蛛膜下出血
I6090,腦網狀膜出血
I6090,腦底漿果樣動脈瘤破裂
I6090,顳葉血管瘤破裂出血
I6090,顱內血管瘤破裂
I6090,瀰漫性蜘蛛膜下出血
I6090,大腦血管瘤破裂
I6090,顱底動脈瘤破裂
I6090,顱內瀰漫性蜘蛛膜下腔出血
I6090,瀰漫性蜘蛛膜下腔出血
I6090,顳葉蜘蛛膜下腔出血
I6090,急性蜘蛛網膜下腔出血
I6090,橋腦血管瘤破裂
I6090,腦血管瘤出血
I6090,蜘蛛網膜下腔出血
I6090,腦血管瘤破裂
I6090,腦血管瘤破裂出血
I6090,蜘蛛網膜上腔出血
I6090,蜘蛛網膜出血
I6090,突發性蜘蛛網膜下腔出血
I6090,急性蜘蛛膜下腔出血
I6090,顱內椎動脈瘤破裂出血
I6090,後大腦動脈血管瘤破裂出血
I6090,蜘蛛下腔出血
I6090,腦動脈血管瘤破裂
I6090,腦動脈血管瘤破裂出血
I6090,缺氧性蜘蛛網下腔出血
I6090,小腦動脈瘤破裂
I6090,多次蜘蛛膜下腔出血
I6090,急性高血壓性蜘蛛膜下出血
I6090,廣泛性蜘蛛膜下出血
I6090,腦動脈瘤出血
I6090,蜘蛛絨毛膜下腔出血
I6090,蜘蛛膜腔出血
I6090,蜘蛛腦膜下出血
I6090,自發性顱內蜘蛛網膜下出血
I6090,非外傷性蜘蛛膜下出血
I6090,間質性蜘蛛膜下腔出血
I6090,顱內動脈瘤出血
I6090,急性顱內動脈瘤破裂
I6090,顱內動脈瘤破裂
I6090,顱內動脈瘤破裂出血
I6090,非創傷性蜘蛛網膜下腔出血
I6090,腦動脈腫瘤破裂
I6090,急性自發性蛛網膜下腔出血
I6090,急性自發性蜘蛛網膜下腔出血
I6090,腦幹動脈瘤出血
I6090,椎動脈血管瘤剝離出血
I6090,慢性蜘蛛膜下出血
I6090,自發性蜘蛛膜下腔出血
I6090,腦中動脈血管瘤破裂
I6090,瀰慢性蜘蛛網膜下出血
I6090,自發性蜘蛛膜下出血
I6090,細菌性腦動脈瘤破裂
I6090,蜘蛛腦膜下腔出血
I6090,慢性蜘蛛網膜下出血
I6090,蜘蛛膜出血
I6090,自發性大腦蛛網膜下腔出血
I6090,腦幹海綿竇血管瘤破裂
I6090,蛛網膜下腔出血
I6090,蜘蛛膜下腔出血
I6090,威利斯氏動脈環動脈瘤破裂
I6090,感染性腦動脈瘤破裂
I6090,腦內動脈瘤破裂出血
I6090,蛛膜下顱內出血
I6090,大腦頂葉蜘蛛膜下腔出血
I6090,大腦蜘蛛網膜下出血
I6090,蛛網膜下腔腦室出血
I6090,腦部椎動脈動脈瘤破裂
I6090,大腦中動脈蜘蛛網膜下腔出血
I6090,腦內椎動脈血管瘤破裂
I6090,廣泛性蜘蛛網膜下腔出血
I6090,腦部動脈瘤破裂
I6090,自發性大腦蜘蛛膜下腔出血
I6090,蛛網膜下出血
I6090,自發性蜘蛛網膜下出血
I6090,spontaneous SAH
I6090,蜘蛛膜下腔血腫
I6090,腦部感染性動脈瘤破裂
I6090,自發性急性蜘蛛腦膜下腔出血
I6090,基底蜘蛛膜下腔出血
I6090,腦內動脈瘤破裂
I6090,顱內動脈畸型出血
I6090,先天性顱內動脈瘤破裂
I6090,急性瀰漫性蜘蛛網膜下腔出血
I6090,腦內血管瘤破裂
I6090,自發性蜘蛛膜下腔血腫
I6090,腦內血管瘤破裂出血
I6109(nTR),丘腦基底核出血
I6109(nTR),大腦基底核出血性中風
I6109(nTR),顱內基底核出血
I6109(nTR),大腦基底核出血
I6109(nTR),腦基底核出血
I6109(nTR),自發性腦內基底核出血
I6109(nTR),基底核丘腦出血
I6109(nTR),基底核出血
I6109(nTR),基底核出血性腦中風
I6109(nTR),基底核自發性出血性腦中風
I6109(nTR),基底核自發性腦出血
I6109(nTR),高血壓性腦基底核出血
I6109(nTR),腦基底核腦內出血
I6109(nTR),腦基底核出血性中風
I6109(nTR),腦基底核視丘出血
I6109(nTR),基底核自發性顱內出血
I6109(nTR),基底核高血壓性腦出血
I6109(nTR),大腦基底核血腫
I6109(nTR),高血壓性基底核出血
I6109(nTR),自發性基底核腦內出血
I6109(nTR),自發性顱內基底核出血中風
I6109(nTR),基底核大量腦溢血
I6109(nTR),基底核腦內出血
I6109(nTR),自發性腦基底核出血
I6109(nTR),基底核顱內出血
I6109(nTR),基底核內出血
I6109(nTR),基底核腦溢血
I6109(nTR),自發性基底核出血
I6109(nTR),基底核中腦出血
I6109(nTR),基底核腦出血
I6119(nTR),額葉出血
I6119(nTR),腦額葉自發性腦出血
I6119(nTR),額葉出血水腫
I6119(nTR),頂顳葉大腦出血
I6119(nTR),前額葉出血性中風
I6119(nTR),前額葉出血
I6119(nTR),額葉延遲性出血
I6119(nTR),頂枕葉自發性腦出血
I6119(nTR),額頂顳葉高血壓腦出血
I6119(nTR),額頂葉顱內出血
I6119(nTR),枕葉出血
I6119(nTR),枕骨部血腫
I6119(nTR),頂葉腦內血腫
I6119(nTR),大腦額葉頂葉出血
I6119(nTR),大腦頂葉出血
I6119(nTR),頂葉腦出血
I6119(nTR),大腦顳葉頂葉枕葉出血
I6119(nTR),頂葉皮質下出血
I6119(nTR),頂顳枕葉自發性出血
I6119(nTR),頂葉顱內出血
I6119(nTR),額內出血
I6119(nTR),額面出血
I6119(nTR),頂部血腫
I6119(nTR),腦顳葉出血
I6119(nTR),自發性枕葉腦內出血
I6119(nTR),額頂葉出血性腦中風
I6119(nTR),腦額葉出血
I6119(nTR),額頂葉腦出血
I6119(nTR),顳部腦出血
I6119(nTR),顳頂部腦內出血
I6119(nTR),後枕部血腫
I6119(nTR),顱內額葉出血
I6119(nTR),顳枕葉大腦出血
I6119(nTR),自發性額葉血腫
I6119(nTR),額葉腦出血
I6119(nTR),額葉腦內血腫
I6119(nTR),顳葉腦內出血
I6119(nTR),額葉腦內出血
I6119(nTR),額顳葉腦內出血
I6119(nTR),大腦顳葉頂葉出血
I6119(nTR),顳葉腦內血腫
I6119(nTR),大腦顳葉出血
I6119(nTR),顳頂枕頭皮下血腫
I6119(nTR),枕葉腦內出血
I6119(nTR),頭枕部血腫
I6119(nTR),後枕血腫
I6119(nTR),顳部血腫
I6119(nTR),顳頂葉出血性腦中風
I6119(nTR),顳葉顱內出血
I6119(nTR),顳葉出血
I6119(nTR),枕部血腫
I6119(nTR),枕葉大腦半球出血
I6119(nTR),顳葉腦溢血
I6119(nTR),大腦額葉自發性顱內出血
I6120(nTR),大腦半球內囊出血
I6120(nTR),大腦半球出血性中風
I6120(nTR),大腦豆狀核出血
I6120(nTR),大腦半球大量出血
I6139(nTR),高血壓性腦幹出血
I6139(nTR),腦幹自發性腦出血
I6139(nTR),腦幹血管破裂
I6139(nTR),腦幹血腫
I6139(nTR),續發性腦幹出血
I6139(nTR),腦幹大量出血
I6139(nTR),急性腦幹出血
I6139(nTR),腦幹出血性腦中風
I6139(nTR),急性出血性腦幹中風
I6139(nTR),家族性腦幹出血
I6139(nTR),腦幹中風出血
I6139(nTR),基底核腦幹出血
I6139(nTR),腦幹破裂
I6139(nTR),腦幹出血破裂入腦室
I6139(nTR),腦幹溢血
I6139(nTR),腦幹出血性中風
I6139(nTR),顱內腦幹視丘出血
I6139(nTR),高血壓性橋腦出血
I6139(nTR),腦幹出血中風
I6139(nTR),腦幹出血
I6139(nTR),自發性腦幹出血
I6139(nTR),延腦出血
I6139(nTR),續發性橋腦出血
I6139(nTR),急性橋腦出血
I6139(nTR),出血性腦幹中風
I6139(nTR),急性腦幹出血性腦中風
I6139(nTR),自發性腦幹出血中風
I6139(nTR),腦幹廣泛性出血
I6139(nTR),腦視丘腦幹出血
I6139(nTR),橋腦中風性出血
I6139(nTR),橋腦出血
I6139(nTR),橋腦出血性中風
I6139(nTR),橋腦出血性腦中風
I6139(nTR),橋腦血腫
I6139(nTR),突發性腦幹出血
I6139(nTR),腦幹腦溢血
I6139(nTR),自發性腦幹血腫
I6139(nTR),高血壓腦橋出血
I6139(nTR),大腦腦幹出血
I6139(nTR),高血壓性腦幹血腫
I6149(nTR),高血壓性小腦出血
I6149(nTR),小腦出血中風
I6149(nTR),小腦出血
I6149(nTR),小腦溢血
I6149(nTR),急性小腦出血
I6149(nTR),急性自發性小腦出血
I6149(nTR),小腦血管破裂出血
I6149(nTR),小腦血腫
I6149(nTR),小腦出血性腦中風
I6149(nTR),出血性小腦中風
I6149(nTR),小腦出血術後
I6149(nTR),小腦半球腦出血
I6149(nTR),小腦出血性梗塞
I6149(nTR),高血壓性小腦中風出血
I6149(nTR),小腦中風溢血
I6149(nTR),自發性小腦出血
I6149(nTR),自發性小腦半球出血破裂
I6149(nTR),小腦自發性出血
I6149(nTR),小腦出血性中風
I6149(nTR),小腦廣泛性出血
I6149(nTR),小腦蚓部出血
I6149(nTR),小腦高血壓性血腫
I6149(nTR),小腦高血壓性腦出血
I6149(nTR),中風性小腦出血
I6149(nTR),高血壓性小腦血腫
I6149(nTR),亞急性小腦出血
I6159(nTR),四級腦室出血
I6159(nTR),腦室內血腫
I6159(nTR),腦室內出血
I6159(nTR),急性腦室出血
I6159(nTR),重度腦室顱内出血
I6159(nTR),第四度腦室內出血
I6159(nTR),腦室溢血
I6159(nTR),重度腦室出血
I6159(nTR),高血壓性腦室內出血
I6159(nTR),血腦室
I6159(nTR),自發性腦室內出血
I6159(nTR),自發性腦室內血腫
I6159(nTR),自發性腦室出血
I6159(nTR),第三度腦室出血
I6159(nTR),亞急性腦室出血
I6159(nTR),腦室大量出血
I6159(nTR),腦室出血
I6159(nTR),腦室充血
I6159(nTR),腦室出血第三度
I6159(nTR),腦室顱內出血
I6159(nTR),顱內腦室出血
I6159(nTR),第四度腦室出血
I6159(nTR),腦室脈絡叢乳突瘤出血
I6159(nTR),腦被核破及腦室
I6159(nTR),動靜脈畸型破裂之自發性腦室出血
I6159(nTR),腦室積血
I6159(nTR),腦室破裂
I6159(nTR),破入腦室系統
I6159(nTR),腦室血腫
I6159(nTR),腦室自發性出血
I6159(nTR),腦室出血第四度
I6159(nTR),繼發性腦室出血
I6159(nTR),血室症
I6159(nTR),腦室第四級出血
I6189(nTR),基底顱出血
I6189(nTR),腦基底膜出血
I6189(nTR),基底膜出血
I6189(nTR),視丘顱內出血
I6189(nTR),下視丘出血
I6189(nTR),榖核腦出血
I6189(nTR),腦被殼出血
I6189(nTR),視丘高血壓性血腫
I6189(nTR),顱內視丘出血
I6189(nTR),視丘被殼部血腫
I6189(nTR),視丘被殼出血
I6189(nTR),視丘腦出血
I6189(nTR),腦內椎動脈破裂出血
I6189(nTR),尾核破裂
I6189(nTR),腦內視丘血腫
I6189(nTR),被榖視丘出血
I6189(nTR),椎體動脈破裂
I6189(nTR),腦下視丘出血
I6189(nTR),殼核出血
I6189(nTR),急性丘腦內出血
I6189(nTR),豆狀核丘腦出血
I6189(nTR),丘腦顱內出血
I6189(nTR),自發性視丘出血
I6189(nTR),丘腦溢血
I6189(nTR),腦視丘出血性中風
I6189(nTR),腦視丘出血
I6189(nTR),穀核出血
I6189(nTR),丘腦自發性出血
I6189(nTR),丘腦出血性中風
I6189(nTR),丘腦出血
I6189(nTR),丘腦及被腦出血
I6189(nTR),丘腦中風出血
I6189(nTR),竇狀核出血
I6189(nTR),大腦視丘出血
I6189(nTR),大腦視丘出血性中風
I6189(nTR),星核出血
I6189(nTR),自發性丘腦出血
I6189(nTR),急性自發性丘腦出血
I6189(nTR),尾狀核出血
I6189(nTR),高血壓性丘腦出血
I6189(nTR),高血壓性視丘出血
I6189(nTR),視丘出血
I6189(nTR),視丘出血性中風
I6189(nTR),視丘自發性出血
I6189(nTR),腦背核部出血
I6189(nTR),廣泛性腦視丘出血
I6189(nTR),視丘大量出血
I6189(nTR),尾核出血
I6189(nTR),視丘血腫
I6189(nTR),腦豆狀核出血
I6189(nTR),間腦出血
I6199(nTR),急性腦血管出血
I6199(nTR),高血壓性出血性腦中風
I6199(nTR),急性腦溢血
I6199(nTR),後腦枕部腦出血
I6199(nTR),急性腦中風出血
I6199(nTR),復發性腦多處出血性梗塞
I6199(nTR),高血壓性腦實質出血
I6199(nTR),高血壓性腦溢血
I6199(nTR),後腦窩出血
I6199(nTR),急性腦內出血
I6199(nTR),腦實質出血
I6199(nTR),腦部瀰漫性出血
I6199(nTR),急性腦充血
I6199(nTR),急性腦出血
I6199(nTR),急性腦出血性中風
I6199(nTR),急性腦血管破裂
I6199(nTR),復發性腦出血
I6199(nTR),續發性腦出血致死
I6199(nTR),出血性大腦中風
I6199(nTR),腦中風溢血
I6199(nTR),續發性腦出血
I6199(nTR),被核腦出血
I6199(nTR),延腦中風性出血
I6199(nTR),腦大片出血
I6199(nTR),自發性腦實質出血
I6199(nTR),被殼出血
I6199(nTR),被殼出血性中風
I6199(nTR),腦中風出血
I6199(nTR),自發性腦血管破裂
I6199(nTR),出血性腦中風
I6199(nTR),出血性腦中風再發
I6199(nTR),顱內腦出血
I6199(nTR),腦動脈破裂
I6199(nTR),自發性大腦出血
I6199(nTR),自發性出血性腦中風
I6199(nTR),出血性梗塞腦中風
I6199(nTR),高血壓性出血性腦血管病
I6199(nTR),急性廣泛性腦出血
I6199(nTR),出血性腦血管阻塞
I6199(nTR),多處腦出血
I6199(nTR),後大腦動脈破裂
I6199(nTR),繼發性腦出血
I6199(nTR),自發性中腦出血
I6199(nTR),出血性中風
I6199(nTR),自發性腦血管出血
I6199(nTR),出血性大腦梗塞
I6199(nTR),出血性腦中風復發
I6199(nTR),殼腦出血
I6199(nTR),意外性腦出血
I6199(nTR),急性大腦出血
I6199(nTR),急性出血性腦病變
I6199(nTR),大腦血管出血
I6199(nTR),急性高血壓腦出血
I6199(nTR),大腦半球出血
I6199(nTR),大腦出血性腦中風
I6199(nTR),急性自發性腦出血
I6199(nTR),急性血腦症
I6199(nTR),大腦出血性梗塞中風
I6199(nTR),瀰漫性大腦出血
I6199(nTR),矢狀竇出血
I6199(nTR),腦幹出血性梗塞
I6199(nTR),大腦出血性梗塞
I6199(nTR),中大腦動脈出血性梗塞
I6199(nTR),中大腦動脈出血
I6199(nTR),大腦出血性中風
I6199(nTR),大腦出血
I6199(nTR),大腦內血腫
I6199(nTR),大腦內出血
I6199(nTR),大腦內中風性出血
I6199(nTR),血腦
I6199(nTR),腦部出血
I6199(nTR),第四度腦出血
I6199(nTR),栓塞性腦出血
I6199(nTR),Duret氏腦實質出血
I6199(nTR),中大腦大動脈出血
I6199(nTR),反覆性腦出血
I6199(nTR),結核性腦出血
I6199(nTR),自發性腦溢血
I6199(nTR),急性出血性腦血管障礙
I6199(nTR),急性出血性腦血管意外
I6199(nTR),急性出血性腦血管疾病
I6199(nTR),急性大腦出血性中風
I6199(nTR),高血壓出血性腦中風
I6199(nTR),自發性腦出血
I6199(nTR),自發性腦內血腫
I6199(nTR),腦殼出血
I6199(nTR),大腦動脈破裂
I6199(nTR),再發性腦出血
I6199(nTR),再發性出血性腦中風
I6199(nTR),慢性腦出血
I6199(nTR),非外傷性腦出血
I6199(nTR),頭部自發性出血
I6199(nTR),腦瘀血
I6199(nTR),腦溢血性中風
I6199(nTR),自發性腦出血中風
I6199(nTR),腦溢血
I6199(nTR),自發性腦內出血
I6199(nTR),腦微血管破裂
I6199(nTR),大量自發性腦出血
I6199(nTR),頭部血腫
I6199(nTR),枕骨及額腦內出血梗塞
I6199(nTR),腦間質出血
I6199(nTR),大腦阻塞性出血
I6199(nTR),高血壓性大腦出血
I6199(nTR),中大腦動脈破裂
I6199(nTR),高血壓性大腦血腫
I6199(nTR),大腦豆狀核出血性中風
I6199(nTR),瀰漫性腦出血
I6199(nTR),急性出血性腦中風
I6199(nTR),ICH
I6199(nTR),大腦高血壓性血腫
I6199(nTR),腦部小動脈出血
I6199(nTR),出血性腦血管病變
I6199(nTR),遲發性腦內出血
I6199(nTR),中風性出血
I6199(nTR),中風性腦內血腫
I6199(nTR),中風性腦出血
I6199(nTR),腦血管阻塞性出血
I6199(nTR),前腦窩出血
I6199(nTR),腦髓內出血
I6199(nTR),腦血管出血性梗塞
I6199(nTR),腦血管出血
I6199(nTR),腦髓出血性壞死
I6199(nTR),腦實質破裂出血
I6199(nTR),非創傷性腦出血
I6199(nTR),腦部瘀血
I6199(nTR),腦血管中風出血
I6199(nTR),腦血腫
I6199(nTR),內囊實質出血
I6199(nTR),額腦內出血梗塞
I6199(nTR),腦皮質下出血
I6199(nTR),腦半葉出血性中風
I6199(nTR),腦髓質出血
I6199(nTR),腦半球出血
I6199(nTR),高血壓性腦內血腫
I6199(nTR),高血壓性腦出血
I6199(nTR),高血壓腦內血腫
I6199(nTR),自發性腦血腫
I6199(nTR),腦積血
I6199(nTR),大片性腦出血
I6199(nTR),腦血管溢血
I6199(nTR),腦靜脈破裂
I6199(nTR),腦血管破裂出血
I6199(nTR),腦血管破裂
I6199(nTR),高血壓腦內出血
I6199(nTR),大腦實質血管破裂出血
I6199(nTR),大片腦出血
I6199(nTR),廣泛性腦出血
I6199(nTR),出血性腦溢血
I6199(nTR),大腦溢血
I6199(nTR),大片出血型腦中風
I6199(nTR),高血壓性腦血管出血
I6199(nTR),突發性腦溢血
I6199(nTR),高血壓性腦出血性中風
I6199(nTR),出血性腦血管疾病
I6199(nTR),高血壓性腦出血中風
I6199(nTR),出血型中風
I6199(nTR),頭部出血
I6199(nTR),鈍性顱腦出血
I6199(nTR),腦血管斷裂
I6199(nTR),失血性腦中風
I6199(nTR),腦出血病變
I6199(nTR),高血壓性腦內出血
I6199(nTR),腦部血管破裂
I6199(nTR),腦內積血
I6199(nTR),慢性顱腦出血
I6199(nTR),延遲性腦出血
I6199(nTR),中腦出血性中風
I6199(nTR),腦底部出血
I6199(nTR),多發性腦出血
I6199(nTR),中腦出血
I6199(nTR),腦蚓部出血
I6199(nTR),腦內出血
I6199(nTR),腦枕部腦出血
I6199(nTR),腦內血腫
I6199(nTR),腦實質性出血
I6199(nTR),腦出血昏迷
I6199(nTR),延遲性腦內出血
I6199(nTR),腦動脈出血
I6199(nTR),腦阻塞性出血
